SQRP SY2020 Individual Indicator Scores (Based on 2018-2019 Data),,,,,,NWEA MAP Growth Indicators - All Students,,,,,,,,,,,,NWEA MAP Growth Indicators - Priority Groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWEA MAP Attainment Indicators,,,,,,,,,,,,,,,,ACCESS,,,,Other Indicators,,,,,,,,,
School ID,School Name,Network ,SQRP Total Points Earned,SY 2019-2020 SQRP Rating,SY 2019-2020 Accountability Status,National School Growth Percentile - Reading,,,,National School Growth Percentile - Math,,,,Percent of Students Meeting/Exceeding National Average Growth Norms,,,,African-American Growth Percentile - Reading,,,,Hispanic Growth Percentile - Reading,,,,English Learner Growth Percentile - Reading,,,,Diverse Learner Growth Percentile - Reading,,,,African-American Growth Percentile - Math,,,,Hispanic Growth Percentile - Math,,,,English Learner Growth Percentile - Math,,,,Diverse Learner Growth Percentile - Math,,,,National School Attainment %ile - Reading (Grades 3-8),,,,National School Attainment %ile - Math (Grades 3-8),,,,National School Attainment %ile - Reading (Grade 2),,,,National School Attainment %ile - Math (Grade 2),,,,"Pct of Students Making Sufficent 
Annual Progress",,,,Average Daily Attendance Rate (Grades K-8),,,"My Voice, My School 5 Essentials Survey",,,Data Quality Index Score,,,
,,,,,,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score ,Points,Weight,Score ,Points,Weight,Score ,Points,Weight,
610033,LASALLE,Network 4,4.1,Level 1+,Good Standing,81,100,4,13.75,58,100,3,13.75,60.1,100,4,10,54,100,4,1.25,93,100,5,1.25,.,.,.,.,68,100,4,1.25,32,100,3,1.25,68,100,4,1.25,.,.,.,.,45,100,3,1.25,90,100,5,5,81,100,4,5,92,100,5,2.5,96,100,5,2.5,50,95,4,5,95.4,4,20,Well Organized,5,10,100,5,5,
610034,LAWNDALE,Network 5,2.5,Level 2,Intensive Support,64,99,3,17.5,61,100,3,17.5,53.6,99,3,10,64,99,4,1.25,.,.,.,.,.,.,.,.,58,99,4,1.25,60,100,4,1.25,.,.,.,.,.,.,.,.,80,100,5,1.25,16,99,2,5,7,100,1,5,1,100,1,2.5,2,100,1,2.5,.,.,.,.,93.9,2,20,Not Yet Organized,1,10,99.8,5,5,
610036,LEWIS,AUSL,3.6,Level 1,Good Standing,76,100,4,15,39,100,2,15,53.2,100,3,10,76,100,5,1.25,79,100,5,1.25,.,.,.,.,.,.,.,.,34,100,3,1.25,50,100,4,1.25,.,.,.,.,.,.,.,.,41,100,3,5,28,100,2,5,4,100,1,2.5,10,100,2,2.5,26.8,98,2,5,96.3,5,20,Well Organized,5,10,99.9,5,5,
610037,LIBBY,Network 11,3.2,Level 2+,Good Standing,46,100,3,16.25,61,100,3,16.25,53.2,100,3,10,36,100,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,61,100,4,1.25,.,.,.,.,.,.,.,.,.,.,.,.,31,100,2,5,35,100,2,5,2,100,1,2.5,4,100,1,2.5,10.4,100,1,5,95.3,4,20,Well Organized,5,10,99.9,5,5,
610038,LINCOLN,ISP,4.3,Level 1+,Good Standing,79,100,4,13.75,83,100,4,13.75,70.3,100,5,10,40,100,3,1.25,68,100,4,1.25,.,.,.,.,14,100,2,1.25,47,100,3,1.25,69,100,4,1.25,.,.,.,.,7,100,1,1.25,99,100,5,5,98,100,5,5,96,100,5,2.5,81,100,4,2.5,66.7,100,5,5,95.8,4,20,Well Organized,5,10,99.8,5,5,
610039,VON LINNE,ISP,3.7,Level 1,Good Standing,42,100,3,13.75,18,100,2,13.75,52.7,100,3,10,.,.,.,.,38,100,3,1.25,1,100,1,1.25,76,100,5,1.25,.,.,.,.,13,100,2,1.25,1,100,1,1.25,83,100,5,1.25,83,100,4,5,87,100,4,5,97,100,5,2.5,99,100,5,2.5,28.7,99,2,5,96.4,5,20,Well Organized,5,10,99.8,5,5,
610040,LLOYD,ISP,4,Level 1+,Good Standing,76,100,4,15,91,100,5,15,64.6,100,4,10,.,.,.,.,75,100,5,1.25,60,100,4,1.25,.,.,.,.,.,.,.,.,89,100,5,1.25,93,100,5,1.25,.,.,.,.,46,100,3,5,55,100,3,5,21,100,2,2.5,24,100,2,2.5,27.2,100,2,5,95.3,4,20,Well Organized,5,10,99.9,5,5,
610041,LOCKE J,Network 3,3.5,Level 1,Good Standing,76,100,4,13.75,58,100,3,13.75,59.9,100,3,10,.,.,.,.,79,100,5,1.25,64,100,4,1.25,24,100,2,1.25,.,.,.,.,60,100,4,1.25,30,100,3,1.25,18,100,2,1.25,70,100,4,5,56,100,3,5,45,100,3,2.5,65,100,3,2.5,32,99,2,5,94.9,3,20,Well Organized,5,10,99.8,5,5,
610043,LOVETT,Network 3,3.2,Level 2+,Good Standing,58,100,3,16.25,24,100,2,16.25,50.8,100,3,10,58,100,4,1.25,.,.,.,.,.,.,.,.,.,.,.,.,19,100,2,1.25,.,.,.,.,.,.,.,.,.,.,.,.,57,100,3,5,40,100,3,5,12,100,2,2.5,29,100,2,2.5,33.3,95,2,5,95.5,4,20,Well Organized,5,10,99.3,5,5,
610044,LOWELL,Network 5,3.8,Level 1,Good Standing,75,100,4,15,82,100,4,15,57.3,100,3,10,60,100,4,1.25,78,100,5,1.25,.,.,.,.,.,.,.,.,72,100,5,1.25,86,100,5,1.25,.,.,.,.,.,.,.,.,49,100,3,5,38,100,2,5,40,100,3,2.5,46,100,3,2.5,34.4,95,2,5,95.4,4,20,Well Organized,5,10,99.8,5,5,
610046,LYON,Network 3,4.2,Level 1+,Good Standing,79,100,4,13.75,86,100,4,13.75,68.7,100,4,10,.,.,.,.,79,100,5,1.25,70,100,5,1.25,11,100,2,1.25,.,.,.,.,85,100,5,1.25,75,100,5,1.25,91,100,5,1.25,91,100,5,5,93,100,5,5,86,100,4,2.5,78,100,4,2.5,29.4,100,2,5,95,4,20,Well Organized,5,10,99.9,5,5,
610047,MADISON,Network 12,3.2,Level 2+,Provisional Support,78,100,4,18.75,28,100,2,18.75,46.2,100,2,10,76,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,28,100,2,1.25,.,.,.,.,.,.,.,.,.,.,.,.,32,100,2,5,10,100,2,5,10,100,2,2.5,5,100,1,2.5,.,.,.,.,95,4,20,Well Organized,5,10,99.8,5,5,
610048,MANIERRE,Network 4,1.8,Level 3,Intensive Support,14,100,2,17.5,1,100,1,17.5,35.6,100,1,10,13,100,2,1.25,.,.,.,.,.,.,.,.,1,100,1,1.25,1,100,1,1.25,.,.,.,.,.,.,.,.,1,100,1,1.25,8,100,1,5,8,100,1,5,2,100,1,2.5,3,100,1,2.5,.,.,.,.,92.5,2,20,Organized,4,10,98.8,4,5,
610051,NORTHWEST,Network 3,3.6,Level 1,Provisional Support,83,100,4,13.75,66,100,3,13.75,60.7,100,4,10,.,.,.,.,82,100,5,1.25,97,100,5,1.25,52,100,4,1.25,.,.,.,.,63,100,4,1.25,28,100,2,1.25,35,100,3,1.25,53,100,3,7.5,46,100,3,7.5,.,.,.,.,.,.,.,.,40.8,98,3,5,94.4,3,20,Well Organized,5,10,99.5,5,5,
610052,MANN,Network 12,3.6,Level 1,Good Standing,56,100,3,18.75,43,100,3,18.75,53.8,100,3,10,58,100,4,1.25,.,.,.,.,.,.,.,.,.,.,.,.,40,100,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,43,100,3,5,33,100,2,5,32,100,2,2.5,30,100,2,2.5,.,.,.,.,96,5,20,Well Organized,5,10,99.8,5,5,
610053,MARQUETTE,AUSL,4.1,Level 1+,Good Standing,86,100,4,12.5,76,100,4,12.5,64.1,100,4,10,73,100,5,1.25,92,100,5,1.25,86,100,5,1.25,50,100,4,1.25,69,100,4,1.25,80,100,5,1.25,68,100,4,1.25,66,100,4,1.25,53,100,3,5,59,100,3,5,31,100,2,2.5,16,100,2,2.5,35.9,100,3,5,96.3,5,20,Organized,4,10,99.9,5,5,
610054,MARSH,ISP,3.7,Level 1,Good Standing,60,100,3,13.75,73,100,4,13.75,61.1,100,4,10,.,.,.,.,58,100,4,1.25,44,100,3,1.25,14,100,2,1.25,.,.,.,.,78,100,5,1.25,76,100,5,1.25,40,100,3,1.25,63,100,3,5,65,100,3,5,74,96,4,2.5,70,96,4,2.5,32.2,99,2,5,95.1,4,20,Organized,4,10,99.6,5,5,
610055,FARADAY,Network 5,3.1,Level 2+,Good Standing,34,100,2,18.75,65,100,3,18.75,52.7,100,3,10,32,100,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,66,100,4,1.25,.,.,.,.,.,.,.,.,.,.,.,.,32,100,2,5,47,100,3,5,61,95,3,2.5,25,95,2,2.5,.,.,.,.,94.8,3,20,Well Organized,5,10,100,5,5,
610056,MASON,Network 5,2.9,Level 2,Provisional Support,30,100,2,17.5,48,100,3,17.5,46.6,100,2,10,30,100,3,1.25,.,.,.,.,.,.,.,.,1,100,1,1.25,45,100,3,1.25,.,.,.,.,.,.,.,.,53,100,4,1.25,51,100,3,5,38,100,2,5,32,100,2,2.5,28,97,2,2.5,.,.,.,.,94.2,3,20,Well Organized,5,10,99.9,5,5,
610057,FAIRFIELD,Network 10,3.2,Level 2+,Good Standing,86,100,4,13.75,31,100,2,13.75,50.8,100,3,10,85,100,5,1.25,86,100,5,1.25,89,100,5,1.25,.,.,.,.,39,100,3,1.25,27,100,2,1.25,14,100,2,1.25,.,.,.,.,48,100,3,5,21,100,2,5,23,100,2,2.5,18,100,2,2.5,34.7,99,2,5,94.8,3,20,Well Organized,5,10,99.7,5,5,
610059,MAYER,Network 4,4.4,Level 1+,Good Standing,85,100,4,13.75,91,100,5,13.75,71,100,5,10,83,100,5,1.25,92,100,5,1.25,.,.,.,.,48,100,3,1.25,69,100,4,1.25,91,100,5,1.25,.,.,.,.,55,100,4,1.25,97,100,5,5,96,100,5,5,91,100,5,2.5,78,100,4,2.5,20,95,1,5,95.2,4,20,Well Organized,5,10,99.4,5,5,
610060,JACKSON A,Network 6,4,Level 1+,Good Standing,83,100,4,15,53,100,3,15,63.3,100,4,10,76,100,5,1.25,86,100,5,1.25,.,.,.,.,.,.,.,.,43,100,3,1.25,53,100,4,1.25,.,.,.,.,.,.,.,.,92,100,5,5,81,100,4,5,88,100,4,2.5,94,100,5,2.5,47.6,100,4,5,97,5,20,Partially Organized,2,10,100,5,5,
610062,MCCLELLAN,Network 6,3.8,Level 1,Good Standing,76,100,4,15,72,100,4,15,61.3,100,4,10,75,100,5,1.25,85,100,5,1.25,.,.,.,.,.,.,.,.,70,100,5,1.25,57,100,4,1.25,.,.,.,.,.,.,.,.,81,100,4,5,78,100,4,5,30,100,2,2.5,45,100,3,2.5,16.1,95,1,5,94.7,3,20,Well Organized,5,10,99.6,5,5,
610063,MCCORMICK,Network 7,3,Level 2+,Good Standing,48,100,3,15,18,100,2,15,45.4,100,2,10,.,.,.,.,48,100,3,1.25,50,100,4,1.25,.,.,.,.,.,.,.,.,18,100,2,1.25,13,100,2,1.25,.,.,.,.,20,100,2,5,23,100,2,5,15,100,2,2.5,20,100,2,2.5,22.3,100,1,5,95.7,4,20,Well Organized,5,10,100,5,5,
610065,TILL,Network 9,4.2,Level 1+,Good Standing,97,100,5,17.5,94,100,5,17.5,66.9,100,4,10,96,100,5,1.25,.,.,.,.,.,.,.,.,99,100,5,1.25,94,100,5,1.25,.,.,.,.,.,.,.,.,87,100,5,1.25,59,100,3,5,69,100,3,5,49,100,3,2.5,64,100,3,2.5,.,.,.,.,94.7,3,20,Well Organized,5,10,100,5,5,
610066,MCDADE,Network 12,3.5,Level 1+,Good Standing,66,100,3,18.75,24,100,2,18.75,56.1,100,3,10,62,100,4,1.25,.,.,.,.,.,.,.,.,.,.,.,.,25,100,2,1.25,.,.,.,.,.,.,.,.,.,.,.,.,99,100,5,5,99,100,5,5,99,100,5,2.5,99,100,5,2.5,.,.,.,.,97.3,5,20,Partially Organized,2,10,99.9,5,5,
610067,MCKAY,Network 10,3.6,Level 1,Good Standing,78,100,4,13.75,52,100,3,13.75,54.3,100,3,10,78,100,5,1.25,81,100,5,1.25,.,.,.,.,52,100,4,1.25,55,100,4,1.25,45,100,3,1.25,.,.,.,.,72,100,5,1.25,24,100,2,5,18,100,2,5,5,97,1,2.5,1,99,1,2.5,31.7,96,2,5,96.7,5,20,Organized,4,10,99.4,5,5,
610068,HANSON PARK,Network 3,3.6,Level 1,Good Standing,78,99,4,13.75,55,99,3,13.75,59.5,99,3,10,.,.,.,.,79,99,5,1.25,83,99,5,1.25,83,99,5,1.25,.,.,.,.,55,99,4,1.25,52,99,4,1.25,39,99,3,1.25,65,99,3,5,75,99,4,5,45,97,3,2.5,38,97,2,2.5,27.4,100,2,5,95.9,4,20,Organized,4,10,99.8,5,5,
610070,MCPHERSON,Network 2,3.3,Level 2+,Good Standing,64,100,3,15,31,100,2,15,50.4,100,3,10,.,.,.,.,60,100,4,1.25,.,.,.,.,85,100,5,1.25,.,.,.,.,28,100,2,1.25,.,.,.,.,69,100,4,1.25,52,100,3,5,46,100,3,5,62,98,3,2.5,55,98,3,2.5,27.9,99,2,5,95.9,4,20,Well Organized,5,10,100,5,5,
610073,MITCHELL,Network 5,4.1,Level 1+,Good Standing,75,100,4,15,43,100,3,15,59.3,100,3,10,92,100,5,1.25,73,100,5,1.25,.,.,.,.,.,.,.,.,20,100,2,1.25,34,100,3,1.25,.,.,.,.,.,.,.,.,89,100,4,5,76,100,4,5,88,100,4,2.5,75,100,4,2.5,47.4,100,4,5,96.4,5,20,Well Organized,5,10,99.7,5,5,
610074,MONROE,Network 4,3.3,Level 2+,Good Standing,56,100,3,13.75,43,100,3,13.75,52,100,3,10,.,.,.,.,62,100,4,1.25,48,100,3,1.25,3,100,1,1.25,.,.,.,.,40,100,3,1.25,35,100,3,1.25,43,100,3,1.25,51,100,3,5,36,100,2,5,6,96,1,2.5,4,100,1,2.5,29,100,2,5,95.9,4,20,Well Organized,5,10,99.9,5,5,
610076,MOOS,Network 5,2.9,Level 2+,Good Standing,36,100,2,15,14,100,2,15,48.9,100,2,10,48,100,3,1.25,30,100,3,1.25,.,.,.,.,.,.,.,.,14,100,2,1.25,15,100,2,1.25,.,.,.,.,.,.,.,.,58,100,3,5,54,100,3,5,33,100,2,2.5,35,100,2,2.5,5.7,98,1,5,95.8,4,20,Well Organized,5,10,99.9,5,5,
610077,MORRILL,Network 10,3,Level 2+,Provisional Support,86,99,4,12.5,80,99,4,12.5,60.5,99,4,10,76,99,5,1.25,92,100,5,1.25,97,100,5,1.25,99,99,5,1.25,63,99,4,1.25,88,99,5,1.25,47,99,3,1.25,78,99,5,1.25,35,99,2,5,28,99,2,5,6,97,1,2.5,4,97,1,2.5,36.3,95,3,5,93.4,2,20,Not Yet Organized,1,10,99.7,5,5,
610078,INTER-AMERICAN,Network 4,4.5,Level 1+,Good Standing,91,100,5,13.75,98,100,5,13.75,76.3,100,5,10,.,.,.,.,89,100,5,1.25,46,100,3,1.25,90,100,5,1.25,.,.,.,.,98,100,5,1.25,90,100,5,1.25,99,100,5,1.25,85,100,4,5,85,100,4,5,49,100,3,2.5,44,100,3,2.5,40.3,98,3,5,96.2,5,20,Moderately Organized,3,10,99.7,5,5,
610081,SHERIDAN,ISP,4.3,Level 1+,Good Standing,78,100,4,15,73,100,4,15,69.2,100,4,10,81,100,5,1.25,70,100,5,1.25,.,.,.,.,.,.,.,.,39,100,3,1.25,72,100,5,1.25,.,.,.,.,.,.,.,.,96,100,5,5,97,100,5,5,96,100,5,2.5,94,100,5,2.5,26.7,95,2,5,97,5,20,Organized,4,10,100,5,5,
610082,MOUNT GREENWOOD,ISP,4.1,Level 1+,Good Standing,56,100,3,17.5,60,100,3,17.5,61.4,100,4,10,.,.,.,.,58,100,4,1.25,.,.,.,.,60,100,4,1.25,.,.,.,.,48,100,3,1.25,.,.,.,.,25,100,2,1.25,97,100,5,5,98,100,5,5,98,100,5,2.5,97,100,5,2.5,.,.,.,.,96.5,5,20,Well Organized,5,10,99.9,5,5,
610083,BEARD,Network 1,.,Inability to Rate,Good Standing,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,94,3,.,Well Organized,5,.,99.9,5,.,
610084,KELLER,Network 10,4.8,Level 1+,Good Standing,76,100,4,18.75,92,100,5,18.75,74.8,100,5,10,62,100,4,1.25,.,.,.,.,.,.,.,.,.,.,.,.,69,100,4,1.25,.,.,.,.,.,.,.,.,.,.,.,.,99,100,5,5,99,100,5,5,99,100,5,2.5,99,100,5,2.5,.,.,.,.,97.3,5,20,Well Organized,5,10,99.8,5,5,
610086,MOUNT VERNON,Network 13,3.6,Level 1,Good Standing,82,100,4,17.5,52,100,3,17.5,57.2,100,3,10,82,100,5,1.25,.,.,.,.,.,.,.,.,79,100,5,1.25,52,100,4,1.25,.,.,.,.,.,.,.,.,86,100,5,1.25,36,100,2,5,36,100,2,5,42,100,3,2.5,26,100,2,2.5,.,.,.,.,95.5,4,20,Well Organized,5,10,99.4,5,5,
610087,BLAIR,Network 10,.,Inability to Rate,Good Standing,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,89,1,.,Well Organized,5,.,99.8,5,.,
610088,MOZART,Network 4,3,Level 2+,Good Standing,54,100,3,15,48,100,3,15,54,100,3,10,.,.,.,.,54,100,4,1.25,42,100,3,1.25,.,.,.,.,.,.,.,.,50,100,4,1.25,22,100,2,1.25,.,.,.,.,41,100,3,5,31,100,2,5,15,100,2,2.5,11,100,2,2.5,31.9,100,2,5,95.2,4,20,Not Yet Organized,1,10,99.4,5,5,
610089,MURPHY,Network 1,3.5,Level 1,Good Standing,56,99,3,13.75,63,100,3,13.75,57.2,100,3,10,.,.,.,.,58,99,4,1.25,66,99,4,1.25,21,100,2,1.25,.,.,.,.,55,100,4,1.25,48,100,3,1.25,72,100,5,1.25,62,99,3,5,51,100,3,5,72,100,4,2.5,53,100,3,2.5,24.3,99,1,5,95.5,4,20,Well Organized,5,10,99.8,5,5,
610090,MURRAY,Network 9,3.8,Level 1,Good Standing,87,100,4,15,60,100,3,15,61.9,100,4,10,86,100,5,1.25,.,.,.,.,.,.,.,.,99,100,5,1.25,60,100,4,1.25,.,.,.,.,.,.,.,.,99,100,5,1.25,80,100,4,5,60,100,3,5,93,100,5,2.5,84,100,4,2.5,42.9,100,3,5,95.2,4,20,Moderately Organized,3,10,99.7,5,5,
610091,BROWN R,Network 13,3,Level 2+,Good Standing,42,100,3,17.5,31,99,2,17.5,50.8,99,3,10,42,100,3,1.25,.,.,.,.,.,.,.,.,6,100,1,1.25,32,99,3,1.25,.,.,.,.,.,.,.,.,1,99,1,1.25,31,100,2,5,22,99,2,5,42,100,3,2.5,37,100,2,2.5,.,.,.,.,95.9,4,20,Organized,4,10,98.7,4,5,
610092,NASH,Network 3,1.7,Level 3,Intensive Support,1,100,1,18.75,1,100,1,18.75,19,100,1,10,1,100,1,1.25,.,.,.,.,.,.,.,.,.,.,.,.,1,100,1,1.25,.,.,.,.,.,.,.,.,.,.,.,.,7,100,1,5,3,100,1,5,4,100,1,2.5,2,100,1,2.5,.,.,.,.,93.2,2,20,Organized,4,10,99.7,5,5,
610093,NEIL,Network 12,2.6,Level 2,Provisional Support,60,99,3,17.5,50,100,3,17.5,54.8,99,3,10,64,99,4,1.25,.,.,.,.,.,.,.,.,38,99,3,1.25,53,100,4,1.25,.,.,.,.,.,.,.,.,7,100,1,1.25,28,99,2,5,11,100,2,5,5,100,1,2.5,4,100,1,2.5,.,.,.,.,93.2,2,20,Partially Organized,2,10,99.9,5,5,
610094,NETTELHORST,Network 4,4.5,Level 1+,Good Standing,91,100,5,13.75,94,100,5,13.75,73.2,100,5,10,82,100,5,1.25,94,100,5,1.25,.,.,.,.,81,100,5,1.25,94,100,5,1.25,91,100,5,1.25,.,.,.,.,83,100,5,1.25,93,100,5,5,85,100,4,5,86,100,4,2.5,69,100,3,2.5,45.8,95,4,5,95.3,4,20,Organized,4,10,99.6,5,5,
610095,NEWBERRY,Network 4,3.4,Level 1,Good Standing,64,100,3,13.75,58,100,3,13.75,59.7,100,3,10,73,100,5,1.25,54,100,4,1.25,.,.,.,.,52,100,4,1.25,50,100,4,1.25,69,100,4,1.25,.,.,.,.,91,100,5,1.25,83,100,4,5,74,100,4,5,77,100,4,2.5,61,100,3,2.5,33.3,100,2,5,95.5,4,20,Partially Organized,2,10,99.6,5,5,
610096,NIGHTINGALE,Network 8,3.9,Level 1,Good Standing,76,100,4,13.75,61,100,3,13.75,59.6,100,3,10,.,.,.,.,79,100,5,1.25,87,100,5,1.25,92,100,5,1.25,.,.,.,.,61,100,4,1.25,70,100,5,1.25,93,100,5,1.25,66,100,3,5,64,100,3,5,55,100,3,2.5,56,100,3,2.5,30.3,100,2,5,96,5,20,Well Organized,5,10,99.8,5,5,
610097,NIXON,Network 4,3,Level 2+,Good Standing,58,100,3,15,30,100,2,15,49.5,100,2,10,.,.,.,.,58,100,4,1.25,70,100,5,1.25,.,.,.,.,.,.,.,.,25,100,2,1.25,12,100,2,1.25,.,.,.,.,27,100,2,5,28,100,2,5,7,99,1,2.5,12,100,2,2.5,25.5,100,2,5,95.6,4,20,Well Organized,5,10,99.9,5,5,
610098,NOBEL,ISP,3.5,Level 1,Good Standing,78,100,4,12.5,50,100,3,12.5,57.5,100,3,10,50,100,4,1.25,82,100,5,1.25,68,100,4,1.25,68,100,4,1.25,47,100,3,1.25,52,100,4,1.25,39,100,3,1.25,8,100,1,1.25,54,100,3,5,50,100,3,5,5,100,1,2.5,15,100,2,2.5,27.1,100,2,5,95.3,4,20,Organized,4,10,99.8,5,5,
610099,NORWOOD PARK,Network 1,3.5,Level 1+,Good Standing,42,100,3,16.25,40,100,3,16.25,54.6,100,3,10,.,.,.,.,42,100,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,24,100,2,1.25,.,.,.,.,.,.,.,.,92,100,5,5,93,100,5,5,93,100,5,2.5,93,100,5,2.5,22.7,100,1,5,95.8,4,20,Moderately Organized,3,10,100,5,5,
610100,WEST PARK,ISP,2.3,Level 2,Intensive Support,60,100,3,12.5,28,100,2,12.5,49.8,100,2,10,29,100,2,1.25,71,100,5,1.25,58,100,4,1.25,8,100,1,1.25,12,100,2,1.25,39,100,3,1.25,25,100,2,1.25,12,100,2,1.25,31,100,2,5,20,100,2,5,21,100,2,2.5,11,100,2,2.5,29.3,99,2,5,93.7,2,20,Partially Organized,2,10,99.6,5,5,
610102,OGLESBY,Network 11,2.5,Level 2,Intensive Support,60,100,3,17.5,40,100,3,17.5,51.1,100,3,10,58,100,4,1.25,.,.,.,.,.,.,.,.,54,100,4,1.25,39,100,3,1.25,.,.,.,.,.,.,.,.,73,100,5,1.25,13,100,2,5,5,100,1,5,2,96,1,2.5,9,95,1,2.5,.,.,.,.,93.1,2,20,Not Yet Organized,1,10,99.6,5,5,
610103,OKEEFFE,AUSL,2.7,Level 2,Intensive Support,22,100,2,17.5,43,100,3,17.5,45,100,2,10,25,100,2,1.25,.,.,.,.,.,.,.,.,48,100,3,1.25,45,100,3,1.25,.,.,.,.,.,.,.,.,50,100,4,1.25,17,100,2,5,15,100,2,5,4,100,1,2.5,4,100,1,2.5,.,.,.,.,94.6,3,20,Organized,4,10,100,5,5,
610104,ONAHAN,Network 1,3.4,Level 1,Good Standing,54,100,3,15,53,100,3,15,57.7,100,3,10,.,.,.,.,66,100,4,1.25,.,.,.,.,38,100,3,1.25,.,.,.,.,66,100,4,1.25,.,.,.,.,19,100,2,1.25,81,100,4,5,82,100,4,5,64,99,3,2.5,74,99,4,2.5,34.5,97,2,5,94.9,3,20,Well Organized,5,10,99.7,5,5,
610105,ORIOLE PARK,Network 1,4.2,Level 1+,Good Standing,76,100,4,15,84,100,4,15,69.1,100,4,10,.,.,.,.,76,100,5,1.25,.,.,.,.,52,100,4,1.25,.,.,.,.,85,100,5,1.25,.,.,.,.,37,100,3,1.25,93,100,5,5,93,100,5,5,88,100,4,2.5,68,100,3,2.5,53.1,100,4,5,95.6,4,20,Well Organized,5,10,99.9,5,5,
610106,PICCOLO,AUSL,3.3,Level 2+,Good Standing,50,99,3,13.75,52,100,3,13.75,57.1,100,3,10,44,99,3,1.25,68,99,4,1.25,.,.,.,.,30,100,3,1.25,47,100,3,1.25,61,100,4,1.25,.,.,.,.,14,100,2,1.25,38,99,2,5,52,100,3,5,12,100,2,2.5,20,98,2,2.5,13,98,1,5,95.4,4,20,Well Organized,5,10,99.5,5,5,
610107,OTIS,Network 6,2.9,Level 2,Provisional Support,48,100,3,15,48,100,3,15,47.9,100,2,10,50,100,4,1.25,44,100,3,1.25,.,.,.,.,.,.,.,.,35,100,3,1.25,57,100,4,1.25,.,.,.,.,.,.,.,.,49,100,3,5,34,100,2,5,24,95,2,2.5,6,100,1,2.5,15,98,1,5,94,3,20,Organized,4,10,99.5,5,5,
610108,OTOOLE,Network 11,3.2,Level 2+,Good Standing,66,100,3,16.25,58,100,3,16.25,55.5,100,3,10,58,100,4,1.25,.,.,.,.,.,.,.,.,.,.,.,.,53,100,4,1.25,.,.,.,.,.,.,.,.,.,.,.,.,33,100,2,5,22,100,2,5,2,100,1,2.5,2,100,1,2.5,15.4,95,1,5,95.3,4,20,Well Organized,5,10,99.7,5,5,
610109,OWEN,Network 10,3.9,Level 1,Good Standing,54,100,3,18.75,53,99,3,18.75,56.1,100,3,10,54,100,4,1.25,.,.,.,.,.,.,.,.,.,.,.,.,53,100,4,1.25,.,.,.,.,.,.,.,.,.,.,.,.,80,100,4,5,51,99,3,5,94,100,5,2.5,87,100,4,2.5,.,.,.,.,96.8,5,20,Well Organized,5,10,100,5,5,
610110,WELLS ES,Network 9,3.8,Level 1,Good Standing,68,100,3,18.75,77,100,4,18.75,62.2,100,4,10,68,100,4,1.25,.,.,.,.,.,.,.,.,.,.,.,.,78,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,59,100,3,5,43,100,3,5,7,100,1,2.5,22,100,2,2.5,.,.,.,.,95.4,4,20,Well Organized,5,10,99.8,5,5,
610111,PALMER,ISP,4.1,Level 1+,Good Standing,85,100,4,13.75,73,100,4,13.75,65.8,100,4,10,.,.,.,.,88,100,5,1.25,70,100,5,1.25,68,100,4,1.25,.,.,.,.,70,100,5,1.25,60,100,4,1.25,73,100,5,1.25,87,100,4,5,87,100,4,5,86,100,4,2.5,77,100,4,2.5,35,100,3,5,95,4,20,Organized,4,10,99.8,5,5,
610112,PARKER,Network 11,2.2,Level 2,Provisional Support,52,100,3,18.75,1,100,1,18.75,38.1,100,1,10,52,100,4,1.25,.,.,.,.,.,.,.,.,.,.,.,.,1,100,1,1.25,.,.,.,.,.,.,.,.,.,.,.,.,27,100,2,5,12,100,2,5,22,100,2,2.5,16,100,2,2.5,.,.,.,.,93.4,2,20,Moderately Organized,3,10,99.9,5,5,
